critical_temp,material,alkali_metals,alkaline_earth_metals,transition_metals,posttransition_metals,lanthanoid_metals,metalloids,reactive_nonmetals,noble_gases,tc_quantile
53.0,Y1Ba2Cu2.8Co0.2O6.83,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
22.0,Y1Ba2Cu2.7Co0.3O6.88,nan,Ba,Cu,nan,nan,nan,O,nan,moderate critical temp(< 32 K)
40.0,Y1Ba2Cu2.7Ni0.3O6.97,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
55.0,Y1Ba2Cu2.9Zn0.1O6.81,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
45.0,Y1Ba2Cu2.8Zn0.2O6.79,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
45.0,Y1Ba2Cu2.7Zn0.3O6.74,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
92.0,Y1Ba2Cu3O6.85,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
96.4,Gd1Ba2Cu3O,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
94.7,Gd1Ba1.8Sr0.2Cu3O,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
92.4,Gd1Ba1.6Sr0.4Cu3O,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
89.4,Gd1Ba1.4Sr0.6Cu3O,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
90.7,Gd1Ba1.2Sr0.8Cu3O,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
88.6,Gd1Ba1Sr1Cu3O,nan,Sr,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
16.0,La2.89Na0.11Cu1O4,Na,nan,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
18.0,La2.89Na0.41Cu1O4,Na,nan,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
75.0,Bi1Ca1Sr1Cu2O,nan,Ca,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
70.0,Bi1Ca1Sr1Cu2O,nan,Ca,Cu,Bi,nan,nan,O,nan,high critical temp(< 74 K)
91.3,Y1Ba2Cu3O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.1,Ho1Ba2Cu3O7,nan,Ba,Cu,nan,Ho,nan,O,nan,very high critical temp(< 185 K)
92.6,Sm1Ba2Cu3O7,nan,Ba,Cu,nan,Sm,nan,O,nan,very high critical temp(< 185 K)
88.1,Y1Ba2Cu3O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
94.0,Eu1Ba2Cu3O,nan,Ba,Cu,nan,Eu,nan,O,nan,very high critical temp(< 185 K)
79.0,Y1Ba2Cu3O6.8,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
82.5,Nd1Ba2Cu3O,nan,Ba,Cu,nan,Nd,nan,O,nan,very high critical temp(< 185 K)
105.0,Bi1Sr1Ca1Cu2O,nan,Ca,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
35.7,La1.8Sr0.2Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
75.0,Y1.2Ba0.8Cu1O4,nan,Ba,Y,nan,nan,nan,O,nan,very high critical temp(< 185 K)
42.0,Gd1Ba2Cu2.82Fe0.18O9,nan,Ba,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
94.5,Y1.2Ba0.8Cu1O4,nan,Ba,Y,nan,nan,nan,O,nan,very high critical temp(< 185 K)
90.0,Er1Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
87.6,Er0.75Yb0.25Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
88.3,Er0.62Yb0.38Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
89.3,Er0.5Yb0.5Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
87.8,Er0.37Yb0.63Ba2Cu3O7,nan,Ba,Cu,nan,Yb,nan,O,nan,very high critical temp(< 185 K)
86.3,Er0.25Yb0.75Ba2Cu3O7,nan,Ba,Cu,nan,Yb,nan,O,nan,very high critical temp(< 185 K)
88.5,Yb1Ba2Cu3O7,nan,Ba,Cu,nan,Yb,nan,O,nan,very high critical temp(< 185 K)
90.0,Y1Ba2Cu2.9Fe0.1O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
66.0,Y1Ba2Cu2.8Fe0.2O,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
44.0,Y1Ba2Cu2.7Fe0.3O,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
22.0,Y1Ba2Cu2.6Fe0.4O,nan,Ba,Cu,nan,nan,nan,O,nan,moderate critical temp(< 32 K)
80.0,Y1Ba2Cu2.9Ni0.1O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
73.0,Y1Ba2Cu2.8Ni0.2O,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
88.0,Y1Ba2Cu2.9Co0.1O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
50.0,Y1Ba2Cu2.7Co0.3O,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
15.0,Y1Ba2Cu2.6Co0.4O,nan,Ba,Cu,nan,nan,nan,O,nan,moderate critical temp(< 32 K)
58.0,Y1Ba2Cu2.9Zn0.1O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
50.0,Y1Ba2Cu2.8Zn0.2O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
91.2,Dy1Ba2Cu3O,nan,Ba,Cu,nan,Dy,nan,O,nan,very high critical temp(< 185 K)
90.8,Y1Ba2Cu3O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
91.5,Y1Ba2Cu3O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
40.0,La1.85Sr0.15Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
87.0,Y1Ba2Cu2.94Ga0.06O7,nan,Ba,Cu,Ga,nan,nan,O,nan,very high critical temp(< 185 K)
75.0,Y1Ba2Cu2.85Ga0.15O7,nan,Ba,Cu,Ga,nan,nan,O,nan,very high critical temp(< 185 K)
66.0,Y1Ba2Cu2.7Ga0.3O7,nan,Ba,Cu,Ga,nan,nan,O,nan,high critical temp(< 74 K)
92.0,Y1Ba2Cu3O6.98,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
70.0,Y1Ba2Cu2.88Fe0.12O7,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
94.7,Gd1Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
94.5,Eu1Ba2Cu3O7,nan,Ba,Cu,nan,Eu,nan,O,nan,very high critical temp(< 185 K)
90.0,Nd1Ba2Cu3O,nan,Ba,Cu,nan,Nd,nan,O,nan,very high critical temp(< 185 K)
60.0,Nd1.2Ba1.8Cu3O,nan,Ba,Cu,nan,Nd,nan,O,nan,high critical temp(< 74 K)
86.0,Nd1.08Ba1.92Cu3O,nan,Ba,Cu,nan,Nd,nan,O,nan,very high critical temp(< 185 K)
20.0,Nd1.32Ba1.68Cu3O,nan,Ba,Cu,nan,Nd,nan,O,nan,moderate critical temp(< 32 K)
76.0,Y1Ba2Cu2.97Mo0.03O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
63.0,Y1Ba2Cu2.94Mo0.06O,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
52.5,Y1Ba2Cu2.895Mo0.105O,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
50.0,Y1Ba2Cu2.85Mo0.15O,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
79.0,Y1Ba2Cu2.97Zn0.03O,nan,Ba,Cu,Zn,nan,nan,O,nan,very high critical temp(< 185 K)
62.0,Y1Ba2Cu2.94Zn0.06O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
52.0,Y1Ba2Cu2.895Zn0.105O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
38.0,Y1Ba2Cu2.85Zn0.15O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
81.0,Y1Ba2Cu2.97Al0.03O,nan,Ba,Cu,Al,nan,nan,O,nan,very high critical temp(< 185 K)
58.0,Y1Ba2Cu2.94Al0.06O,nan,Ba,Cu,Al,nan,nan,O,nan,high critical temp(< 74 K)
42.0,Y1Ba2Cu2.885Al0.105O,nan,Ba,Cu,Al,nan,nan,O,nan,high critical temp(< 74 K)
33.0,Y1Ba2Cu2.85Al0.15O,nan,Ba,Cu,Al,nan,nan,O,nan,high critical temp(< 74 K)
91.0,Y1Ba1.95La0.05Cu3O,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
88.0,Y1Ba1.85La0.15Cu3O,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
76.0,Y1Ba1.75La0.25Cu3O,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
64.0,Y1Ba1.65La0.35Cu3O,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
92.5,Y1Ba2Cu3O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
67.0,Nd1Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,high critical temp(< 74 K)
76.0,Sm1Ba2Cu3O7,nan,Ba,Cu,nan,Sm,nan,O,nan,very high critical temp(< 185 K)
92.0,Eu1Ba2Cu3O7,nan,Ba,Cu,nan,Eu,nan,O,nan,very high critical temp(< 185 K)
86.0,Gd1Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
92.0,Dy1Ba2Cu3O7,nan,Ba,Cu,nan,Dy,nan,O,nan,very high critical temp(< 185 K)
91.0,Ho1Ba2Cu3O7,nan,Ba,Cu,nan,Ho,nan,O,nan,very high critical temp(< 185 K)
91.0,Er1Ba2Cu3O7,nan,Ba,Cu,nan,Er,nan,O,nan,very high critical temp(< 185 K)
92.0,Tm1Ba2Cu3O7,nan,Ba,Cu,nan,Tm,nan,O,nan,very high critical temp(< 185 K)
91.0,Yb1Ba2Cu3O7,nan,Ba,Cu,nan,Yb,nan,O,nan,very high critical temp(< 185 K)
90.0,Y1Ba2Cu3HO7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
43.05,Y1Ba2Cu3HO7,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
93.0,Gd1Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
94.0,Dy1Ba2Cu3O7,nan,Ba,Cu,nan,Dy,nan,O,nan,very high critical temp(< 185 K)
92.0,Sm1Ba2Cu3O7,nan,Ba,Cu,nan,Sm,nan,O,nan,very high critical temp(< 185 K)
93.5,Ho1Ba2Cu3O7,nan,Ba,Cu,nan,Ho,nan,O,nan,very high critical temp(< 185 K)
93.5,Y1Ba2Cu3O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
88.0,Nd1Ba2Cu3O7,nan,Ba,Cu,nan,Nd,nan,O,nan,very high critical temp(< 185 K)
69.0,Nd1Ba2Cu3S1O6,nan,Ba,Cu,nan,Nd,nan,O,nan,high critical temp(< 74 K)
56.0,Nd1Ba2Cu3S1O5,nan,Ba,Cu,nan,Nd,nan,O,nan,high critical temp(< 74 K)
85.0,Eu1Ba2Cu3S1O6,nan,Ba,Cu,nan,Eu,nan,O,nan,very high critical temp(< 185 K)
92.0,Gd1Ba2Cu3O7,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
92.0,Gd1Ba2Cu3S1O6,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
92.0,Y1Ba2Cu3O6.89,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
90.0,Y1Ba2Cu3S0.03O7.12,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
89.0,Y1Ba2Cu3S0.06O7.23,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
89.0,Y1Ba2Cu3S0.12O7.28,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
91.9,Y1Ba2Cu3O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
82.8,Y1Ba2Cu2.975Zn0.025O,nan,Ba,Cu,Zn,nan,nan,O,nan,very high critical temp(< 185 K)
74.7,Y1Ba2Cu2.95Zn0.05O,nan,Ba,Cu,Zn,nan,nan,O,nan,very high critical temp(< 185 K)
64.9,Y1Ba2Cu2.925Zn0.075O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
57.6,Y1Ba2Cu2.9Zn0.1O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
56.0,Y1Ba2Cu2.85Zn0.15O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
56.5,Y1Ba2Cu2.8Zn0.2O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
47.6,Y1Ba2Cu2.7Zn0.3O,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
92.0,Gd1Ba2Cu3O6.9,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
41.0,Gd1Ba2Cu2.7Fe0.3O6.9,nan,Ba,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
33.0,Gd1Ba2Cu2.7Co0.3O6.9,nan,Ba,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
91.0,Y1Ba2Cu3O6.9,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
87.0,Bi2.2Sr2Ca0.8Cu2O8,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
52.3,Y1Ba2Cu2.5Ni0.5O7,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
13.0,La2.8Ba3.2Cu6O14.07,nan,Ba,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
26.0,La2.6Ba3.4Cu6O14.06,nan,Ba,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
39.0,La2.4Ba3.6Cu6O14.01,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
52.0,La2.2Ba3.8Cu6O13.86,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
65.0,La2Ba4Cu6O13.8,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
25.6,Y1La2Ba3Cu6O14.53,nan,Ba,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
41.9,Y1La1.8Ba3.2Cu6O14.49,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
53.1,Y1La1.6Ba3.4Cu6O14.38,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
64.0,Y1La1.4Ba3.6Cu6O14.2,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
70.4,Y1La1.2Ba3.8Cu6O14.07,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
72.2,Y1La1Ba4Cu6O13.95,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
28.0,Y2La1Ba3Cu6O14.17,nan,Ba,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
46.0,Y2La0.8Ba3.2Cu6O14.2,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
60.0,Y2La0.6Ba3.4Cu6O14.02,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
78.0,Y2La0.4Ba3.6Cu6O13.91,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
93.0,Y2La0.2Ba3.8Cu6O13.92,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
93.2,Y2La0.15Ba3.85Cu6O13.99,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
90.0,Y2La0.1Ba3.9Cu6O13.94,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
93.0,Y2Ba4Cu6O13.9,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
97.0,Y1Ba2Cu3O6.94,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
99.0,Y1Ba1.975La0.025Cu3O6.95,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
99.0,Y1Ba1.95La0.05Cu3O6.9,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
99.0,Y1Ba1.925La0.075Cu3O6.9,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
95.0,Y1Ba1.9La0.1Cu3O6.9,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
78.0,Y1Ba1.8La0.2Cu3O6.95,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
67.0,Y1Ba1.7La0.3Cu3O7,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
52.0,Y1Ba1.6La0.4Cu3O7.05,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
38.0,Y1Ba1.5La0.5Cu3O7.08,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
89.0,Gd1Ba2Cu3O,nan,Ba,Cu,nan,Gd,nan,O,nan,very high critical temp(< 185 K)
64.0,Gd1Ba2Cu2.925Fe0.075O,nan,Ba,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
47.0,Gd1Ba2Cu2.85Fe0.15O,nan,Ba,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
33.0,Gd1Ba2Cu2.775Fe0.225O,nan,Ba,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
11.0,Gd1Ba2Cu2.7Fe0.3O,nan,Ba,Cu,nan,Gd,nan,O,nan,low critical temp(< 12 K)
93.0,Y1Ba2Cu3O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
91.6,Y1Ba2Cu3O,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
34.5,La1Ba2Cu3O,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
71.7,La1Ba1.75Ca0.25Cu3O,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
78.2,La1Ba1.25Ca0.75Cu3O,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
80.0,La1Ba1Ca1Cu3O,nan,Ca,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
36.7,La1Ba0.5Ca1.5Cu3O,nan,Ca,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
53.0,Y1Ba2Cu2.8Co0.2O7.04,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
111.0,Bi2Sr2Ca2Cu3O,nan,Ca,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
87.0,Bi2Sr2Ca1Cu2O,nan,Sr,Cu,Bi,nan,nan,O,nan,very high critical temp(< 185 K)
92.0,Y1Ba2Cu2.97Co0.03O6.96,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.0,Y1Ba2Cu2.925Co0.075O6.97,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
65.0,Y1Ba2Cu2.85Co0.15O7.03,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
58.0,Y1Ba2Cu2.775Co0.225O6.99,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
36.0,Y1Ba2Cu2.7Co0.3O7.11,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
85.0,Y1Ba2Cu2.94Ni0.06O7.01,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
75.0,Y1Ba2Cu2.85Ni0.15O6.84,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
73.0,Y1Ba2Cu2.7Ni0.3O6.88,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
66.0,Y1Ba2Cu2.4Ni0.6O6.94,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
6.5,La1.94Sr0.06Cu1O3.995,nan,Sr,Cu,nan,La,nan,O,nan,low critical temp(< 12 K)
20.3,La1.92Sr0.08Cu1O3.994,nan,Sr,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
29.2,La1.89Sr0.11Cu1O3.986,nan,Sr,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
34.9,La1.855Sr0.145Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
35.2,La1.85Sr0.15Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
33.2,La1.815Sr0.185Cu1O3.964,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
34.8,La1.78Sr0.22Cu1O3.945,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
19.6,La1.75Sr0.25Cu1O3.921,nan,Sr,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
30.6,La1.73Sr0.27Cu1O3.913,nan,Sr,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
45.0,La1Ba2Cu2.9O6.8,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
80.0,La1.2Ba1.8Cu3O6.98,nan,Ba,Cu,nan,La,nan,O,nan,very high critical temp(< 185 K)
89.7,Y0.875Lu0.125Ba2Cu3O,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
88.2,Y0.75Lu0.25Ba2Cu3O,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
88.0,Y0.625Lu0.375Ba2Cu3O,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
86.7,Y0.5Lu0.5Ba2Cu3O,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
86.9,Y0.375Lu0.625Ba2Cu3O,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
86.0,Y0.25Lu0.75Ba2Cu3O,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
87.9,Y0.125Lu0.875Ba2Cu3O,nan,Ba,Cu,nan,Lu,nan,O,nan,very high critical temp(< 185 K)
26.9,La1.9Ba0.1Cu1O4,nan,Ba,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
25.5,La1.785Ba0.215Cu1O,nan,Ba,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
29.5,La1.9Sr0.1Cu1O3.98,nan,Sr,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
34.3,La1.875Sr0.125Cu1O,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
37.9,La1.85Sr0.15Cu1O3.98,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
35.0,La1.825Sr0.175Cu1O,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
27.5,La1.8Sr0.2Cu1O3.99,nan,Sr,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
11.9,La1.75Sr0.25Cu1O,nan,Sr,Cu,nan,La,nan,O,nan,low critical temp(< 12 K)
20.0,La1.9Ca0.1Cu1O3.967,nan,Ca,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
19.0,La1.85Ca0.15Cu1O3.942,nan,Ca,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
19.5,La1.8Ca0.2Cu1O3.917,nan,Ca,Cu,nan,La,nan,O,nan,moderate critical temp(< 32 K)
92.5,Y1Ba2Cu3O6.94,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.1,Y1Ba2Cu3O6.89,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
91.0,Y1Ba2Cu3O6.84,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
89.3,Y1Ba2Cu3O6.83,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.3,Y1Ba2Cu3O6.75,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
83.0,Y1Ba2Cu3O6.7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
33.0,Y1Ba2Cu3O6.4,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
72.0,Y1Ba2Cu2.955Fe0.045O6.89,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
48.0,Y1Ba2Cu2.9Fe0.1O6.92,nan,Ba,Cu,nan,nan,nan,O,nan,high critical temp(< 74 K)
68.0,Y1Ba2Cu2.52Al0.48O6.74,nan,Ba,Cu,Al,nan,nan,O,nan,high critical temp(< 74 K)
63.0,Y1Ba2Cu2.05Al0.95O6.7,nan,Ba,Cu,Al,nan,nan,O,nan,high critical temp(< 74 K)
83.3,Y1Ba2Cu2.095Al0.095O6.81,nan,Ba,Cu,Al,nan,nan,O,nan,very high critical temp(< 185 K)
90.2,Y1Ba2Cu2.98Zr0.02O6.84,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
92.3,Y1Ba2Cu2.94Zr0.06O6.81,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
89.8,Y1Ba2Cu2.98Zr0.2O6.75,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
77.0,Eu1Ba2Cu3O6.76,nan,Ba,Cu,nan,Eu,nan,O,nan,very high critical temp(< 185 K)
94.0,Eu1Ba2Cu3O6.88,nan,Ba,Cu,nan,Eu,nan,O,nan,very high critical temp(< 185 K)
89.0,Y1Ba2Cu2.98Fe0.02O6.93,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
60.0,Y1Ba2Cu2.994Zn0.006O6.63,nan,Ba,Cu,Zn,nan,nan,O,nan,high critical temp(< 74 K)
33.0,Sr0.25La1.75Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
18.0,Sm0.4Ba0.6Cu1O,nan,Ba,Cu,nan,Sm,nan,O,nan,moderate critical temp(< 32 K)
33.0,Eu0.1La1.7Sr0.2Cu1O4,nan,Sr,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
92.3,Y1Ba2Cu3O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
95.0,Y1Ba1.48Sr0.52Cu3O7,nan,Ba,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
